Unnamed: 0,S1(换乘站),S2,S3(换乘站),S4,S5(换乘站),S6,S7(换乘站),S8(换乘站),S9,S10,S11,S12(换乘站),S13,S14,S15,S16,S17,S18,S19,S20,S21,S22
08:45:50,7,3,5,1,23,3,4,6,2,1,7,11,2,2,1,1,0,0,1,0,0,0
08:46:00,21,3,5,1,8,3,4,17,2,2,7,11,2,4,2,0,0,0,0,1,0,0
08:46:10,21,3,14,4,23,3,12,6,2,2,7,4,2,4,1,0,0,1,0,0,0,0
08:46:20,7,3,14,4,23,3,12,17,5,2,7,4,2,2,1,1,0,0,0,1,0,0
08:46:30,21,3,14,1,23,3,4,17,2,1,2,4,2,2,1,0,0,0,1,0,0,0
08:46:40,7,3,14,1,23,10,4,17,5,1,2,11,5,2,1,0,0,0,1,0,0,0
08:46:50,21,11,5,1,23,3,4,6,2,1,2,11,5,2,1,1,0,0,0,1,0,0
08:47:00,21,3,5,4,8,3,4,6,5,1,2,11,2,4,1,1,0,0,1,1,0,0
08:47:10,21,3,14,4,8,3,12,17,2,2,2,4,2,1,1,0,0,1,0,0,0,0
08:47:20,21,3,14,1,8,10,12,6,2,2,2,11,2,4,1,0,0,0,0,0,0,0
08:47:30,21,3,14,4,23,3,12,17,2,1,7,11,2,4,1,0,0,0,0,1,0,0
08:47:40,7,3,5,1,24,3,4,17,5,2,7,11,6,1,1,1,0,1,0,0,0,0
08:47:50,21,3,14,1,8,3,12,17,2,1,2,4,2,1,2,1,0,0,0,0,0,0
08:48:00,21,3,14,1,24,3,12,6,2,1,2,11,2,4,1,0,0,1,1,0,0,0
08:48:10,7,3,5,4,24,3,12,6,2,1,2,11,6,1,1,1,0,1,0,1,0,0
08:48:20,7,3,14,1,8,3,12,6,2,3,2,11,6,1,1,0,0,1,0,1,0,0
08:48:30,7,3,5,1,8,3,12,17,5,1,7,4,2,1,1,0,0,1,0,0,0,0
08:48:40,21,11,5,1,8,3,12,6,5,1,2,11,2,1,1,0,0,0,1,0,0,0
08:48:50,7,3,14,1,24,3,12,6,2,1,2,4,6,1,2,1,0,1,1,1,0,0
08:49:00,21,3,14,1,24,10,12,6,2,2,2,11,2,4,1,0,0,0,0,0,0,0
08:49:10,21,3,5,4,24,3,12,17,5,1,2,11,2,1,1,0,0,0,0,0,0,0
08:49:20,21,3,14,1,8,10,4,17,2,3,2,11,2,1,1,0,0,0,0,0,0,0
08:49:30,21,3,14,1,24,3,12,17,5,1,7,11,2,1,1,0,0,0,1,0,0,0
08:49:40,7,3,14,4,24,10,12,17,5,1,2,11,6,1,1,0,0,0,0,0,0,0
08:49:50,21,3,14,4,24,10,12,6,5,1,2,11,6,1,1,0,0,0,0,0,0,0
08:50:00,7,3,5,1,24,10,4,6,5,1,2,11,2,1,1,0,0,0,0,1,0,0
08:50:10,7,11,14,1,24,10,4,6,5,1,7,11,6,1,1,0,0,0,0,0,0,0
08:50:20,7,4,5,1,24,3,12,6,2,1,2,4,2,1,1,0,0,0,0,0,0,0
08:50:30,7,11,15,1,24,3,12,6,6,1,2,4,6,1,3,0,0,1,0,0,0,0
08:50:40,21,11,15,1,24,10,12,17,2,1,2,4,2,1,1,0,0,0,0,0,0,0
08:50:50,21,4,5,4,24,3,4,17,2,1,7,4,2,1,3,0,0,0,0,0,0,0
08:51:00,21,11,5,1,24,10,12,17,6,1,2,12,2,4,1,0,0,0,0,0,0,0
08:51:10,21,4,5,1,24,3,12,6,2,1,2,12,6,1,3,0,0,0,1,0,0,0
08:51:20,21,11,5,1,24,10,12,17,2,3,7,4,6,4,3,0,0,0,1,0,0,0
08:51:30,7,4,15,1,24,3,12,17,2,1,2,4,2,1,3,0,0,0,0,0,0,0
08:51:40,7,11,5,1,24,3,4,6,5,3,2,4,2,4,1,0,0,0,0,0,0,0
08:51:50,21,4,14,1,24,3,4,17,2,3,2,12,2,4,1,0,0,1,0,1,0,0
08:52:00,21,4,14,1,24,10,4,6,2,3,7,12,2,1,1,0,0,1,1,0,0,0
08:52:10,7,11,15,4,8,3,4,17,2,1,2,4,2,1,1,0,0,1,1,0,0,0
08:52:20,7,3,15,4,24,10,4,6,6,3,7,4,2,4,3,0,0,0,0,0,0,0
08:52:30,21,11,14,1,8,10,12,6,6,3,2,4,2,1,1,0,0,1,0,0,0,0
08:52:40,21,11,15,4,24,3,12,6,2,1,7,12,2,1,1,1,0,0,0,0,0,0
08:52:50,7,4,5,1,24,3,4,17,2,1,2,12,2,1,1,0,0,0,0,0,0,0
08:53:00,7,4,15,1,8,3,12,17,2,3,2,4,2,2,2,0,0,0,0,0,0,0
08:53:10,22,4,15,4,8,3,12,6,2,1,2,12,6,2,1,0,0,1,1,0,0,0
08:53:20,7,4,14,1,24,3,12,17,2,1,3,12,2,2,3,0,0,0,0,0,0,0
08:53:30,22,4,14,1,8,3,4,17,2,3,2,4,2,2,3,0,0,0,1,0,0,0
08:53:40,7,11,5,4,8,3,4,17,2,3,3,4,6,2,1,0,0,1,1,0,0,0
08:53:50,7,4,5,1,24,10,4,17,2,1,2,12,2,4,3,0,0,1,0,0,0,0
08:54:00,22,4,14,4,24,3,12,6,2,3,2,4,6,4,2,0,0,1,1,0,0,0
08:54:10,22,4,14,1,8,3,12,17,2,1,2,4,2,2,3,0,0,1,0,0,0,0
08:54:20,21,11,5,1,8,3,4,6,2,3,7,11,2,2,1,0,0,1,0,0,0,0
08:54:30,21,4,15,4,8,3,4,17,2,1,2,12,2,2,1,0,0,1,0,0,0,0
08:54:40,21,11,14,1,8,10,12,6,6,1,7,12,2,4,1,0,0,1,0,0,0,0
08:54:50,21,11,5,1,8,10,12,17,2,1,7,12,6,2,2,0,0,1,0,0,0,0
08:55:00,21,4,15,1,24,10,4,6,2,1,2,12,2,2,1,0,0,1,0,0,0,0
08:55:10,21,4,5,1,24,3,4,17,2,1,2,4,2,4,2,0,0,1,1,0,0,0
08:55:20,21,4,5,1,24,3,12,17,2,1,7,12,6,2,1,0,0,1,0,0,0,0
08:55:30,21,4,5,1,8,3,12,17,2,1,7,4,6,4,1,0,0,1,1,0,0,0
08:55:40,7,4,15,2,24,4,13,18,2,1,7,12,6,2,1,0,0,1,1,0,0,0
08:55:50,22,4,5,1,24,4,4,18,2,1,7,12,2,2,1,1,0,1,1,0,0,0
08:56:00,22,11,5,2,24,3,13,6,6,1,7,12,2,2,1,0,0,1,1,1,0,0
08:56:10,22,4,15,2,24,4,4,6,2,1,3,12,2,2,1,0,1,1,1,0,0,0
08:56:20,7,4,15,2,24,3,4,18,6,1,3,4,2,2,1,0,0,1,0,1,0,0
08:56:30,22,11,15,4,8,10,13,18,6,1,3,12,2,2,1,1,0,1,1,0,0,0
08:56:40,22,4,5,2,24,3,12,6,2,1,3,12,6,2,1,0,0,1,1,0,0,0
08:56:50,22,11,15,2,24,3,4,6,2,1,3,12,2,4,3,0,0,1,1,0,0,0
08:57:00,7,4,15,4,8,10,13,18,6,1,3,4,2,2,1,0,0,1,1,1,0,0
08:57:10,22,11,15,2,24,10,13,18,6,3,3,4,2,2,3,0,0,1,1,1,0,0
08:57:20,7,4,15,4,8,10,4,6,2,3,3,12,2,2,1,0,0,1,1,0,0,0
08:57:30,22,4,15,2,24,10,4,18,2,1,3,4,2,4,3,1,0,1,1,1,0,0
08:57:40,7,4,15,2,24,3,4,6,2,1,7,12,6,4,1,1,0,1,1,1,0,0
08:57:50,7,4,5,4,8,3,13,18,2,1,3,12,2,4,1,0,1,1,1,0,0,0
08:58:00,7,11,15,2,8,3,13,18,2,3,3,4,6,2,3,0,0,1,1,0,0,0
08:58:10,22,4,15,2,8,3,4,18,6,1,3,4,2,2,1,0,0,1,1,1,0,0
08:58:20,22,4,5,4,24,10,4,18,2,1,7,12,6,4,1,0,0,1,0,0,0,0
08:58:30,22,11,5,4,8,10,13,18,2,3,3,4,2,2,3,1,1,1,0,0,0,0
08:58:40,7,4,15,2,8,3,13,18,6,1,7,12,2,2,1,0,0,1,0,0,0,0
08:58:50,7,11,5,4,24,3,13,18,6,1,7,12,6,2,1,1,0,1,1,1,0,0
08:59:00,7,11,5,2,8,3,13,17,2,1,3,12,2,2,1,0,0,1,1,1,0,0
08:59:10,22,4,15,4,8,3,13,17,2,3,3,4,2,2,3,1,1,1,1,0,0,0
08:59:20,7,11,15,2,24,3,13,6,2,1,3,4,6,4,1,0,1,1,0,1,0,0
08:59:30,22,4,15,4,8,3,4,6,6,1,3,12,6,2,3,0,0,1,1,0,0,0
08:59:40,22,4,15,2,24,3,13,18,2,1,3,12,6,2,3,1,0,1,0,0,1,0
08:59:50,7,11,15,1,8,10,13,18,2,1,7,4,2,4,1,1,1,1,0,0,0,0
09:00:00,5,11,5,1,7,3,3,5,2,1,3,10,1,1,2,0,0,0,0,0,0,0
09:00:10,5,3,13,1,7,3,3,5,5,1,3,3,1,5,2,0,0,0,1,0,0,0
09:00:20,5,3,13,1,7,3,3,4,2,1,3,3,1,5,2,0,0,0,1,1,0,0
09:00:30,5,3,13,1,20,3,11,5,5,2,3,3,1,1,1,0,0,0,0,0,0,0
09:00:40,5,3,5,1,7,8,3,5,5,1,7,3,1,1,1,0,0,0,1,0,0,0
09:00:50,5,3,13,4,7,3,11,5,2,1,3,10,1,5,1,0,0,1,0,0,0,0
09:01:00,16,3,5,1,7,3,11,13,5,2,7,3,1,1,1,0,0,1,0,1,0,0
09:01:10,5,3,5,1,6,8,3,4,2,1,7,10,1,5,1,0,0,0,0,0,0,0
09:01:20,5,3,5,1,20,3,11,4,5,1,2,3,5,1,1,0,0,0,1,0,0,0
09:01:30,5,11,5,3,20,8,3,4,2,1,3,10,1,5,2,0,0,1,0,0,0,0
09:01:40,16,3,5,1,7,3,3,4,1,2,7,3,1,1,2,1,0,0,0,0,0,0
09:01:50,5,3,4,4,20,3,3,13,5,1,2,3,5,5,1,1,0,1,0,0,0,0
09:02:00,16,11,5,1,20,3,3,4,2,1,2,3,1,5,2,0,0,1,1,0,0,0
09:02:10,5,3,4,1,7,3,3,4,5,1,3,10,5,1,2,0,0,0,1,0,0,0
09:02:20,16,11,4,4,7,3,11,4,2,1,2,3,1,5,1,0,0,1,0,0,0,0
09:02:30,5,11,5,1,7,3,3,4,2,2,7,3,5,1,1,0,0,0,0,1,0,0
09:02:40,5,11,4,4,7,8,3,4,1,1,7,3,1,5,2,1,0,0,0,0,0,0
09:02:50,5,3,4,1,7,3,3,4,1,1,2,10,1,1,1,0,0,0,0,0,0,0
09:03:00,5,3,13,1,7,8,3,13,1,2,7,3,5,1,1,0,0,1,0,0,1,0
09:03:10,5,11,4,1,7,3,3,4,1,1,2,3,5,5,1,1,0,1,1,0,0,0
09:03:20,16,11,4,4,7,3,11,4,5,1,2,10,1,1,2,1,0,0,1,0,0,0
09:03:30,5,11,13,1,7,3,3,4,1,1,2,3,5,1,1,0,0,0,0,0,0,0
09:03:40,5,3,4,1,7,3,3,13,1,2,2,3,5,1,2,1,0,1,1,0,0,0
09:03:50,5,3,13,4,7,3,11,13,5,2,2,10,1,1,1,0,0,1,0,0,0,0
09:04:00,5,3,4,4,7,3,11,4,1,1,7,3,1,1,1,0,0,1,1,0,0,0
09:04:10,5,11,13,1,7,8,3,4,1,1,2,3,5,1,1,1,0,0,1,1,0,0
09:04:20,16,11,4,1,7,3,11,4,1,1,2,10,1,1,1,0,0,0,0,0,0,0
09:04:30,16,3,4,1,20,3,3,4,1,2,7,3,5,1,2,1,0,0,0,0,0,0
09:04:40,5,3,4,1,20,3,11,13,5,1,2,3,1,1,1,0,0,0,0,1,0,0
09:04:50,5,11,13,1,7,8,3,4,5,2,2,10,1,1,1,0,0,0,0,0,0,0
09:05:00,5,3,4,4,20,8,11,4,1,2,2,3,1,1,2,0,0,0,0,0,0,0
09:05:10,16,3,4,4,7,3,3,13,1,1,7,3,1,1,1,0,0,1,0,1,0,0
09:05:20,5,11,4,1,7,8,11,4,1,1,7,3,2,2,1,0,0,1,0,1,0,0
09:05:30,16,4,4,1,20,3,11,4,2,1,2,3,2,5,1,0,0,0,0,0,0,0
09:05:40,5,4,4,1,7,3,11,4,2,2,2,3,2,2,1,0,0,0,0,0,0,0
09:05:50,5,4,4,1,7,3,3,4,2,1,7,3,2,2,1,1,0,0,0,1,0,0
09:06:00,16,11,5,1,7,8,3,13,5,1,2,10,5,2,1,1,0,0,0,0,0,0
09:06:10,5,4,13,1,20,8,3,13,5,1,2,10,5,2,1,0,0,0,1,0,0,0
09:06:20,5,4,13,1,20,8,3,4,5,1,2,10,2,5,2,0,0,0,0,0,0,0
09:06:30,16,4,13,1,20,3,11,4,5,2,7,3,2,2,1,1,0,1,0,0,0,0
09:06:40,5,4,4,1,7,3,3,13,5,2,7,3,2,5,1,0,0,0,0,0,0,0
09:06:50,5,4,4,1,7,8,3,4,2,1,2,10,2,2,1,0,0,0,0,1,0,0
09:07:00,5,3,5,4,20,3,3,4,5,2,2,3,2,2,2,1,0,0,0,0,0,0
09:07:10,5,3,5,1,20,3,3,13,2,1,2,3,2,2,2,0,0,0,1,1,0,0
09:07:20,16,11,5,1,7,8,3,4,5,1,7,3,2,1,1,0,0,0,1,1,0,0
09:07:30,16,4,5,1,7,8,3,4,2,2,2,3,1,1,1,0,0,0,1,0,0,0
09:07:40,5,4,5,4,20,3,3,4,2,2,2,3,5,5,1,0,0,1,1,0,0,0
09:07:50,5,4,5,1,20,3,11,4,2,2,7,3,2,5,1,0,0,0,0,0,0,0
09:08:00,5,4,5,4,7,3,4,5,2,1,7,10,2,2,2,0,0,1,0,1,0,0
09:08:10,5,4,13,4,7,8,3,13,2,2,3,10,2,2,1,0,0,0,0,0,0,0
09:08:20,5,4,5,1,20,3,3,13,2,1,3,3,5,2,3,0,0,1,0,0,0,0
09:08:30,5,4,13,1,7,3,3,5,2,1,7,10,2,2,1,0,0,1,0,0,0,0
09:08:40,5,4,13,1,20,8,3,13,2,1,2,3,5,5,1,0,0,0,1,0,0,0
09:08:50,5,4,5,4,7,3,3,13,2,1,2,3,5,5,3,0,0,1,0,0,0,0
09:09:00,16,11,5,4,7,3,3,13,2,1,3,10,2,2,1,0,0,0,0,0,0,0
09:09:10,16,4,5,1,7,3,3,5,2,1,3,3,2,5,1,0,0,0,0,0,0,0
09:09:20,16,4,5,4,7,8,3,5,2,2,3,3,5,2,1,0,0,0,1,0,0,0
09:09:30,5,4,13,1,20,3,11,5,2,2,3,3,2,2,3,0,0,1,0,0,0,0
09:09:40,16,4,5,1,7,8,11,13,2,1,7,10,5,2,1,0,0,0,0,1,0,0
09:09:50,5,4,13,4,20,8,3,5,5,1,3,3,2,2,1,0,0,1,0,0,0,0
09:10:00,5,11,13,1,7,8,3,13,2,2,3,3,5,5,1,0,0,1,0,0,0,0
09:10:10,5,4,5,1,7,8,3,5,2,1,3,10,2,2,1,0,0,0,0,0,0,0
09:10:20,5,4,5,1,7,3,11,5,2,1,7,3,5,5,1,0,0,0,0,0,0,0
09:10:30,5,4,5,4,7,3,3,5,2,1,3,3,2,2,1,0,0,1,0,0,0,0
09:10:40,5,4,5,4,7,3,4,5,2,3,7,4,5,2,1,0,0,1,1,1,0,0
09:10:50,6,4,13,4,7,3,4,5,2,1,3,4,2,5,1,1,0,1,1,0,0,0
09:11:00,16,4,5,1,20,3,4,13,5,2,3,4,2,2,3,0,0,1,0,0,0,0
09:11:10,6,4,5,1,20,3,4,13,2,2,7,10,2,2,1,1,0,1,1,0,0,0
09:11:20,16,4,5,4,20,3,4,13,2,1,3,10,2,2,1,0,0,1,1,0,0,0
09:11:30,6,11,5,1,7,8,4,5,5,1,3,3,2,2,3,0,0,1,1,0,1,0
09:11:40,16,11,13,1,7,3,4,5,2,1,7,10,2,5,1,0,0,0,1,1,0,0
09:11:50,6,4,13,4,7,3,4,5,5,1,3,4,2,2,3,0,0,1,1,0,0,0
09:12:00,16,11,13,1,7,3,11,5,5,1,3,3,2,5,3,0,0,1,1,0,0,0
09:12:10,6,11,5,1,7,3,11,5,2,1,3,3,2,2,1,0,0,1,0,0,0,0
09:12:20,6,11,13,1,7,3,11,13,2,1,3,3,2,5,3,0,0,1,1,0,0,0
09:12:30,16,4,5,1,7,3,4,5,2,1,3,3,2,2,1,0,0,1,1,1,0,0
09:12:40,6,4,5,1,7,8,4,13,2,1,3,10,5,2,3,0,0,1,1,1,1,0
09:12:50,6,4,5,1,7,3,11,13,5,3,7,10,2,5,1,1,0,1,0,0,0,0
09:13:00,16,4,13,1,20,8,11,5,2,3,7,3,2,2,1,0,0,1,0,1,0,0
09:13:10,6,11,5,4,20,3,4,13,5,1,7,3,2,2,1,0,0,1,1,1,0,0
09:13:20,5,4,5,1,7,3,4,5,2,1,3,3,5,2,1,0,0,1,1,1,0,0
09:13:30,16,4,13,1,7,3,4,5,2,1,3,3,2,2,1,0,1,1,0,1,1,0
09:13:40,5,4,5,4,7,3,4,13,2,1,3,3,5,5,1,1,0,1,1,0,0,0
09:13:50,16,11,13,1,20,3,4,5,5,1,3,10,2,2,1,1,1,1,0,0,1,0
09:14:00,6,11,13,1,7,3,4,5,2,1,3,3,5,2,3,1,0,0,1,0,0,0
09:14:10,16,4,5,1,7,3,11,5,2,1,7,3,2,2,1,0,0,1,0,0,0,0
09:14:20,5,11,5,1,7,3,11,13,2,3,3,3,5,2,1,0,0,1,0,1,0,0
09:14:30,6,4,5,4,7,3,4,5,2,1,3,10,5,2,1,0,0,1,0,0,0,0
09:14:40,6,11,5,4,7,9,11,5,2,1,3,3,2,2,1,1,0,0,0,1,1,0
09:14:50,16,4,5,1,20,8,4,5,5,1,3,3,2,5,3,0,0,0,0,0,0,0
09:15:00,4,11,3,1,4,3,2,3,2,1,7,7,2,2,1,1,0,1,0,0,0,0
09:15:10,11,3,3,2,11,9,2,3,2,1,3,7,2,2,2,0,0,0,1,0,0,0
09:15:20,4,3,3,2,4,3,2,10,2,1,2,2,2,2,1,0,1,0,0,0,0,0
09:15:30,4,3,9,1,11,3,2,3,5,1,2,7,2,2,1,0,0,0,0,1,0,0
09:15:40,4,3,3,1,4,3,7,10,2,1,2,7,2,2,1,0,0,0,1,0,0,0
09:15:50,4,3,3,1,4,3,2,3,2,1,7,2,2,2,1,0,0,0,0,0,0,0
09:16:00,11,3,3,1,4,10,2,10,2,2,2,7,2,2,1,0,0,1,0,0,0,0
09:16:10,4,3,9,2,11,3,2,10,2,1,2,7,6,5,1,0,0,1,0,0,0,0
09:16:20,4,11,3,2,4,3,2,3,5,0,2,2,6,2,1,0,0,0,0,1,0,0
09:16:30,11,11,3,1,4,3,2,3,2,1,2,2,6,5,2,0,0,0,1,1,0,0
09:16:40,4,3,9,2,11,9,7,3,2,1,2,7,6,2,2,0,0,1,0,1,0,0
09:16:50,4,3,3,2,4,9,2,3,2,2,2,7,2,5,1,1,0,0,0,0,0,0
09:17:00,4,11,9,1,4,3,7,10,5,1,2,2,2,1,1,0,0,0,0,0,0,0
09:17:10,11,3,3,1,4,9,2,10,2,1,7,2,6,1,1,0,0,0,1,1,0,0
09:17:20,4,3,9,2,11,3,7,3,2,2,2,2,2,5,1,0,0,1,1,0,0,0
09:17:30,4,3,3,1,4,3,2,3,2,0,7,2,2,1,2,0,0,1,0,1,0,0
09:17:40,4,3,3,1,11,3,7,3,5,2,7,2,2,5,1,0,0,1,1,0,0,0
09:17:50,11,3,9,1,4,9,2,3,2,1,2,2,6,1,1,1,0,1,0,1,0,0
09:18:00,4,3,3,1,11,3,7,3,2,2,2,2,6,1,1,0,0,0,0,0,0,0
09:18:10,11,3,9,1,4,3,2,3,5,1,2,2,6,1,2,0,0,0,0,0,0,0
09:18:20,4,3,3,2,4,3,2,3,2,1,7,2,6,5,2,0,0,1,0,0,0,0
09:18:30,4,3,3,1,4,9,7,3,5,2,7,7,2,5,1,1,0,0,0,0,0,0
09:18:40,4,3,3,1,11,3,2,10,2,1,2,7,2,2,1,0,0,0,0,0,0,0
09:18:50,4,11,3,1,11,9,2,3,5,1,7,7,6,1,2,0,0,0,0,0,0,0
09:19:00,11,3,9,1,4,9,2,10,2,2,2,2,2,1,1,0,0,0,0,1,0,0
09:19:10,4,11,9,1,11,9,2,3,5,1,2,2,6,1,1,0,0,0,0,0,0,0
09:19:20,4,11,3,1,4,3,2,10,5,1,7,2,2,1,2,0,0,0,0,0,0,0
09:19:30,4,3,3,1,4,3,2,3,2,2,2,2,6,1,2,0,0,0,1,1,0,0
09:19:40,4,3,3,1,11,3,2,3,2,1,2,2,6,1,1,0,0,0,0,0,0,0
09:19:50,11,11,3,1,11,9,2,3,2,1,2,7,2,5,2,0,0,1,0,1,0,0
09:20:00,4,11,9,1,4,3,2,3,2,1,2,2,2,1,1,0,0,0,0,0,0,0
09:20:10,4,11,3,2,4,3,2,3,5,1,2,2,2,1,1,0,0,0,0,0,0,0
09:20:20,12,11,3,3,4,3,7,3,2,1,2,2,6,1,1,0,0,0,0,0,0,0
09:20:30,4,4,3,1,4,3,7,3,2,2,7,2,2,2,3,0,0,1,1,0,0,0
09:20:40,4,4,3,1,4,3,2,10,5,2,7,7,6,2,1,0,0,1,0,0,0,0
09:20:50,4,11,3,1,4,9,7,3,5,2,2,2,6,1,1,0,0,0,0,0,0,0
09:21:00,12,4,9,1,11,3,2,3,2,2,2,2,2,5,1,0,0,0,1,0,0,0
09:21:10,11,4,9,1,4,3,2,3,2,1,7,2,2,1,1,0,0,0,0,0,0,0
09:21:20,4,4,3,1,4,3,7,3,5,1,2,2,2,1,1,0,0,1,1,0,0,0
09:21:30,4,11,9,1,4,3,2,3,5,1,2,7,6,1,2,0,0,0,0,0,0,0
09:21:40,4,3,9,1,4,3,2,3,2,1,2,2,6,2,1,0,0,1,0,0,0,0
09:21:50,4,4,3,1,4,9,7,3,2,1,7,2,2,5,1,0,0,1,1,0,0,0
09:22:00,4,4,3,3,4,3,2,3,2,1,2,2,2,2,1,0,0,1,0,0,0,0
09:22:10,4,11,3,3,4,9,7,3,2,1,7,2,2,5,1,0,0,0,1,0,0,0
09:22:20,11,4,3,1,4,3,2,3,2,1,7,2,2,5,1,0,0,0,0,0,0,0
09:22:30,4,3,9,3,11,9,2,10,2,1,2,7,2,2,1,0,0,0,1,0,0,0
09:22:40,4,3,3,1,11,3,2,10,5,1,2,7,2,2,1,0,0,0,0,0,0,0
09:22:50,4,11,3,1,4,9,2,3,2,2,2,7,2,2,2,0,0,0,0,0,0,0
09:23:00,4,4,3,3,4,3,3,3,2,1,2,2,6,2,1,0,0,0,1,0,0,0
09:23:10,11,11,9,1,4,3,7,10,2,2,2,2,2,5,1,0,0,0,1,0,0,0
09:23:20,11,11,3,1,11,3,2,3,2,1,7,7,6,5,1,0,0,0,1,0,0,0
09:23:30,4,4,3,2,4,9,2,3,5,2,2,2,6,2,1,0,0,0,0,0,0,0
09:23:40,4,4,3,1,4,9,7,10,6,2,7,2,2,2,1,0,0,0,0,0,0,0
09:23:50,4,4,3,1,4,9,2,3,5,1,3,2,2,2,1,0,0,1,1,0,0,0
09:24:00,11,4,3,1,11,3,7,10,2,1,7,2,2,2,1,0,0,1,1,0,0,0
09:24:10,4,4,3,3,4,3,2,3,5,2,2,2,2,5,1,0,0,0,0,0,0,0
09:24:20,4,11,3,3,11,3,2,3,2,1,3,7,2,5,1,0,0,0,0,0,0,0
09:24:30,4,4,9,3,11,3,2,3,2,2,7,2,6,2,1,0,0,0,0,0,0,0
09:24:40,12,4,3,3,4,9,2,3,5,1,3,2,2,2,1,0,0,0,0,0,0,0
09:24:50,11,4,9,1,4,3,2,10,2,1,7,2,2,5,2,0,0,0,0,0,0,0
09:25:00,12,4,3,3,4,3,7,3,2,1,3,2,2,2,2,0,0,0,0,0,0,0
09:25:10,4,4,3,1,11,9,2,10,2,1,3,2,6,2,1,0,0,1,0,0,0,0
09:25:20,4,4,9,1,4,3,2,10,2,1,3,2,2,2,3,0,0,1,0,0,0,0
09:25:30,12,4,3,1,4,3,7,3,2,2,3,2,6,2,2,0,0,0,1,0,0,0
09:25:40,4,11,3,1,11,3,3,10,6,1,3,7,2,5,3,0,0,1,1,0,1,0
09:25:50,4,4,3,1,4,3,3,10,6,1,3,7,2,2,1,0,0,1,1,0,0,0
09:26:00,12,4,3,3,4,3,7,4,2,1,3,7,2,5,1,0,0,1,0,0,0,0
09:26:10,4,4,10,3,4,3,3,4,2,1,7,7,2,2,1,1,0,1,1,1,0,0
09:26:20,12,11,3,1,4,3,3,4,6,1,3,2,6,2,3,0,0,0,1,0,0,0
09:26:30,4,4,3,1,4,3,7,4,2,1,7,7,2,5,3,1,0,1,1,0,0,0
09:26:40,4,11,3,3,4,10,3,4,6,1,3,3,2,5,1,0,1,1,1,1,0,0
09:26:50,4,11,3,1,4,10,3,10,6,2,7,3,2,2,1,1,0,1,1,0,0,0
09:27:00,4,11,3,1,4,10,3,10,2,1,3,3,6,2,1,0,1,1,1,0,0,0
09:27:10,12,4,3,1,4,3,7,4,2,1,3,3,2,2,3,1,0,1,1,1,0,0
09:27:20,12,4,10,1,4,3,7,10,2,2,3,7,2,2,3,0,0,1,1,0,0,0
09:27:30,4,4,3,1,4,3,3,4,2,1,3,3,2,2,1,1,0,1,1,1,0,0
09:27:40,4,4,3,1,11,3,3,4,2,2,7,7,2,5,1,1,0,1,1,0,0,0
09:27:50,12,4,10,1,11,10,3,4,2,1,3,3,2,2,1,0,0,1,1,1,0,0
09:28:00,12,11,10,1,4,3,7,4,2,2,3,3,2,5,1,0,0,1,1,0,0,0
09:28:10,4,11,10,1,4,10,3,4,2,1,3,3,2,2,3,1,0,1,1,0,1,0
09:28:20,4,4,10,3,11,3,7,4,2,1,7,2,2,2,3,0,0,1,1,0,1,0
09:28:30,4,11,3,1,4,3,7,10,2,2,7,2,2,2,3,1,0,1,1,1,0,0
09:28:40,4,4,3,3,4,3,3,4,2,1,3,2,7,2,1,1,0,1,1,1,0,0
09:28:50,4,4,3,1,4,3,7,10,2,1,3,2,2,5,3,0,1,1,1,0,1,0
09:29:00,4,4,10,3,12,3,3,10,6,1,7,2,2,2,1,0,1,1,1,0,1,0
09:29:10,4,11,3,1,11,3,3,4,2,2,3,7,2,2,3,1,0,1,1,0,1,0
09:29:20,4,4,10,1,11,3,3,4,2,2,3,2,2,2,1,0,1,1,1,1,0,0
09:29:30,4,4,3,1,4,10,3,4,2,1,3,2,2,5,1,1,1,1,1,0,0,0
09:29:40,12,4,3,1,4,3,3,4,2,1,3,2,2,5,1,1,1,1,0,0,0,0
09:29:50,12,4,3,3,4,3,7,10,6,2,3,2,2,5,1,0,0,1,0,0,0,0
09:30:00,3,11,1,1,1,3,0,1,2,1,7,2,5,1,1,0,0,0,0,0,0,0
09:30:10,1,4,1,1,1,3,0,1,5,1,7,0,2,2,3,0,0,1,1,0,0,0
09:30:20,1,4,2,1,1,3,0,1,2,1,2,2,5,2,1,0,0,0,0,0,0,0
09:30:30,1,11,2,3,1,8,2,3,1,1,2,2,5,5,1,0,0,1,0,0,0,0
09:30:40,1,4,1,1,3,8,0,1,2,2,2,0,2,5,1,0,0,1,1,1,0,0
09:30:50,1,11,1,1,1,3,0,1,2,1,7,2,2,5,1,0,0,0,0,0,0,0
09:31:00,1,11,2,1,1,8,0,1,5,1,7,0,5,5,1,0,0,1,0,0,0,0
09:31:10,1,11,2,1,4,8,2,3,2,1,2,2,2,2,1,0,0,0,0,0,0,0
09:31:20,3,4,1,1,4,3,2,3,1,2,2,2,5,2,1,0,0,1,0,0,0,0
09:31:30,1,11,1,1,1,8,0,3,1,0,2,0,5,1,1,1,0,0,0,0,0,0
09:31:40,3,11,1,1,1,3,0,1,5,2,2,0,2,2,1,1,0,0,0,0,0,0
09:31:50,3,4,1,4,4,8,2,3,5,0,7,0,2,5,3,1,0,0,0,0,0,0
